roe,sustainability_score,category,rating,risk_rating,equity_size_score,price_cash_flow_ratio,dividend_yield_factor,historical_earnings_growth,sales_growth,asset_cash,holdings_n_stock,ongoing_cost,fund_size
14.61,21.67,Europe Large-Cap Blend Equity,4,3,273.09,9.27,2.81,-1.95,1.07,0,598,0.07,1978860000
25.58,22.28,US Large-Cap Blend Equity,3,2,298.56,13.79,2.33,8.65,7.66,0,100,0.2,10070000
25.12,21.02,Sector Equity Consumer Goods & Services,5,4,306.99,17.86,1.14,7.79,7.58,0.15,61,0.15,182500000
-10.35,33.63,Sector Equity Energy,2,4,218.23,5.05,8.51,7.6,3.92,0.94,25,0.15,178330000
13.25,21.42,Sector Equity Financial Services,4,3,264,4.492,3.1,24.98,7.5,0.4,65,0.15,484030000
26.35,26.01,Sector Equity Healthcare,4,3,274.48,12.76,1.9,19.54,10.71,0.4,63,0.15,1602290000
43.48,18.33,Sector Equity Technology,4,3,351.85,16.41,1.25,13.14,7.64,0.18,73,0.15,2113380000
25.04,21.02,Sector Equity Consumer Goods & Services,5,4,306.03,17.79,1.15,7.79,7.58,0.15,61,0.15,182500000
8.16,20.56,Germany Equity,3,3,296.38,6.63,2.86,-8.8,-0.64,-0.01,30,0.15,97360000
9.61,22.75,Germany Equity,4,3,289.5,5.25,4,-13.54,-2.57,-0.01,15,0.25,35940000
14.52,23.59,Germany Small/Mid-Cap Equity,3,2,196.65,12.18,1.31,3.32,3.33,-0.01,60,0.3,116770000
10.87,19.95,Eurozone Large-Cap Equity,3,3,312.85,9.18,2.71,-2.63,2.51,0.08,50,0.15,46800000
26.87,22.54,US Large-Cap Blend Equity,4,2,301.04,13.13,1.95,11.26,6.92,0,539,0.05,10921850000
26.87,22.54,US Large-Cap Blend Equity,4,2,301.04,13.13,1.95,11.26,6.92,0,539,0.05,10904090000
8.84,23.94,Japan Large-Cap Equity,3,2,286.81,8.38,2.74,-4,3.53,0.15,320,0.12,6790140000
14.32,21.9,Europe Large-Cap Blend Equity,3,3,280.98,8.76,2.93,-1.27,1.14,0,433,0.13594,3501570000
12.97,24.36,Global Flex-Cap Equity,4,3,192.12,14.82,0.93,9.17,4.09,0,842,0.22,70690000
7.09,26.49,Global Flex-Cap Equity,2,5,150.8,3,4.47,-0.07,3.05,0.05,1185,0.23,191970000
8.3,26.33,Global Flex-Cap Equity,3,3,129.51,5.39,2.92,2.13,3.24,0.01,1241,0.22,13340000
6.17,30.94,Israel Large/Mid-Cap Equity,1,2,135.14,9.42,2.05,10.86,-2.69,0.14,37,0.6,22210000
11.25,20.24,Eurozone Flex-Cap Equity,2,4,211,4.68,5.51,1.59,1.31,0.12,50,0.3,14110000
11.25,20.24,Eurozone Flex-Cap Equity,2,4,211,4.68,5.51,1.59,1.31,0.12,50,0.3,14070000
16.82,21.34,Sweden Small/Mid-Cap Equity,3,2,131.83,9.65,1.37,-0.78,6.6,0.02,101,0.3,1790500000
10.51,19.95,Eurozone Large-Cap Equity,3,4,312.43,9.13,2.75,-2.63,2.51,0.02,50,0.16,368780000
12.58,19.19,Eurozone Large-Cap Equity,4,1,245.04,8.33,3.11,0.85,2.53,0.39,93,0.3,74650000
6.75,22,Eurozone Large-Cap Equity,4,4,260.9,5.76,4.06,2.26,3.6,0.27,61,0.31,151380000
18.21,17.74,Eurozone Large-Cap Equity,5,2,291.16,16.4,1.73,6.34,4.95,0.24,59,0.29,221800000
11.4,24.19,Canada Equity,3,3,278.99,9.64,3.78,12.47,6.86,0.48,83,0.48,2842770000
10.14,20.73,Eurozone Large-Cap Equity,4,3,276.25,7.94,2.59,-1.05,0.7,0.72,248,0.2,3897100000
10.51,23.32,Eurozone Small-Cap Equity,3,3,109.58,6.13,2.63,-2.75,-4.78,-0.01,429,0.45,86910000
10.43,18.86,Eurozone Large-Cap Equity,5,2,275.56,9.69,3.08,2.16,2.54,0.05,56,0.28,1685120000
14.67,27.06,Global Emerging Markets Equity,4,3,343.31,8.15,3.06,2.77,7.14,0.54,1202,0.23,4083280000
13.43,25.25,Global Emerging Markets Equity,2,3,289.3,8,3.22,0.53,7.36,0.5,193,0.27,754700000
14.27,21.91,Europe Large-Cap Blend Equity,4,3,281,8.76,2.93,-1.23,1.15,0.01,438,0.22,418960000
6.46,21.65,Hong Kong Equity,2,4,330.2,7.59,4.14,-8.58,4.95,0.53,40,0.45,245240000
8.73,23.96,Japan Large-Cap Equity,3,2,286,8.4,2.76,-4.01,3.53,0.36,320,0.22,2.67E+11
10.46,21.44,Asia-Pacific Equity,3,2,286.97,10.19,2.81,-4.98,2.66,0.42,109,0.4,810340000
10.76,23.22,Pacific ex-Japan Equity,3,3,305.76,9.21,4.74,-6.93,1.2,0.54,132,0.31,127140000
8.7,22.9,Singapore Equity,3,5,279.48,8.44,5.57,3.2,2.05,0.74,21,0.46,81840000
20.98,20.02,Global Large-Cap Blend Equity,5,2,280.1,13.41,2.26,4.43,5.38,0.54,387,0.22,3226780000
10.43,22.24,Japan Large-Cap Equity,4,2,288.34,9.45,2.5,-4.4,2.48,0.19,70,0.22,66239860000
24.21,19.99,US Large-Cap Blend Equity,5,2,269.12,15.53,1.81,10.2,8.67,0.36,142,0.22,1685090000
10.35,21.8,UK Large-Cap Equity,4,2,227.11,7.35,3.78,-3.9,-0.9,2.33,144,0.28,355350000
9.29,22.88,Sector Equity Infrastructure,4,3,228.89,6.75,4.06,-0.96,0.2,0.13,100,0.6,35700000
10.56,20.73,Eurozone Large-Cap Equity,4,3,259.11,5.95,3.84,-1.02,0.69,0.28,246,0.25,224720000
14.92,21.91,Europe Large-Cap Blend Equity,3,3,263.91,6.83,4.06,0.11,1.14,0.71,435,0.25,226410000
10.99,25.09,Japan Large-Cap Equity,3,1,265.98,5.87,3.41,5.74,4.44,0.08,72,0.65,1655570000
11.24,23.23,Pacific ex-Japan Equity,3,4,308.4,4.06,4.82,-5.66,1.21,0.91,134,0.25,436750000
14.52,21.26,Europe ex-UK Equity,3,2,265.76,7.02,3.55,0.41,1.05,0.18,350,0.25,27680000
26.93,19.74,US Large-Cap Blend Equity,5,2,276.72,14.96,1.61,11.31,7.6,0.05,130,0.3,2619940000
14.79,21.91,Europe Large-Cap Blend Equity,4,2,281.78,8.93,2.88,-0.25,1.39,0,382,0.19,250540000
25.19,22.76,US Large-Cap Blend Equity,4,3,296.67,12.17,1.89,10.8,6.97,0.46,697,0.25,348860000
8.58,23.95,Japan Large-Cap Equity,3,2,270.01,6.55,2.68,-4.03,3.57,0.74,320,0.25,423040000
15.21,27.11,Global Emerging Markets Equity,3,2,342.48,5.65,3.16,4.99,8.08,0,879,0.35,66129999
9.29,22.88,Sector Equity Infrastructure,4,3,228.89,6.75,4.06,-0.96,0.2,0.13,100,0.6,34960000
23.69,24.32,Sector Equity Consumer Goods & Services,3,1,293.92,12.69,2.88,-1.3,3.32,0,121,0.30224,288160000
-6.61,32.2,Sector Equity Energy,3,3,253.28,5.12,8.59,5.27,4.23,0,54,0.30403,147760000
11.28,22.37,Sector Equity Financial Services,3,2,265.19,3.29,3.71,9.56,2.11,0,239,0.30344,141130000
24,26.09,Sector Equity Healthcare,4,2,282.45,13.4,1.99,13.17,8.62,0,154,0.31152,1037650000
19.87,24.84,Sector Equity Industrial Materials,3,2,242.05,11.26,1.98,6,6.04,0,258,0.30009,444960000
10.88,26.33,Sector Equity Industrial Materials,4,3,245.54,9.08,3.04,-3.05,3.55,0,125,0.30007,202960000
14.76,22.06,Sector Equity Communications,4,3,336.41,7.55,1.59,4.95,5.26,0,104,0.30194,334620000
10.54,29.58,Sector Equity Utilities,4,2,231.55,7.76,3.85,-0.1,-3.91,0,84,0.30081,7.40E+07
17.43,21.7,Sector Equity Consumer Goods & Services,4,4,317.68,14.84,1.14,0.51,5,0,180,0.30102,257970000
36.97,18.37,Sector Equity Technology,4,3,336.47,16.67,1.17,10.48,6.15,0,177,0.30007,1693440000
9.07,23.14,Global Equity Income,3,4,225.88,5.55,6.71,-0.34,-0.67,0.62,100,0.46,1278420000
11.07,20.41,UK Flex-Cap Equity,3,4,191.55,7.96,3,0.26,3.84,0.35,75,0.65,17440000
-6.62,32.2,Sector Equity Energy,3,3,253.34,5.12,8.59,5.21,4.22,1.93,54,0.3,189250000
23.65,24.34,Sector Equity Consumer Goods & Services,4,1,293.66,12.7,2.87,-1.25,3.31,0.77,122,0.3,99230000
11.27,22.36,Sector Equity Financial Services,4,2,265.18,3.15,3.71,9.53,2.18,0.66,241,0.3,72590000
17.45,21.69,Sector Equity Consumer Goods & Services,5,4,317.62,14.83,1.15,0.58,5.02,0.18,180,0.3,25660000
11.19,26.33,Sector Equity Industrial Materials,4,3,244.74,9.23,3,-3.05,3.57,0.13,125,0.3,29490000
10.54,29.6,Sector Equity Utilities,4,2,231.56,7.76,3.85,-0.08,-3.9,0.4,84,0.3,14770000
14.81,22.05,Sector Equity Communications,4,3,336.53,7.53,1.59,4.98,5.24,0.21,104,0.3,29980000
24.02,26.07,Sector Equity Healthcare,4,2,282.41,13.41,1.99,13.19,8.63,0.06,155,0.3,316960000
19.83,24.84,Sector Equity Industrial Materials,4,2,242.07,11.24,1.98,6,6.1,0.13,259,0.3,49220000
36.93,18.36,Sector Equity Technology,5,3,336.77,16.55,1.17,10.4,6.13,0.03,177,0.3,356080000
11.01,32.05,Global Emerging Markets Equity,1,3,170.14,4.95,8.66,-8.67,5.24,-0.02,80,0.49,60380000
15.9,23.7,Global Equity Income,2,4,286.86,5.6,5.49,-2.36,3.53,0,99,0.38,31900000
9.31,24.3,Germany Equity,4,3,206.81,7.17,1.38,-1.69,-1.23,0.19,39,0.65,2590000
33.69,22.75,US Large-Cap Blend Equity,3,2,282.11,11.15,2.58,6.07,6.9,0,264,0.33,75180000
33.69,22.75,US Large-Cap Blend Equity,3,2,282.11,11.15,2.58,6.07,6.9,0,264,0.33,76170000
31.6,21.76,Global Equity Income,5,3,299.41,10.84,2.95,8.38,4.15,0,586,0.38,51140000
31.6,21.76,Global Equity Income,5,3,299.41,10.84,2.95,8.38,4.15,0,586,0.38,51400000
23.55,22.51,US Large-Cap Blend Equity,3,1,244.93,12.84,2.17,11.61,5.62,0,194,0.20049,1920000
16.98,21.88,Global Equity Income,2,2,237.15,6.19,4.17,2.1,2.84,1.25,100,0.69,31540000
18.85,18.89,Eurozone Large-Cap Equity,5,3,284.68,9.89,2.42,0.72,1.48,0,99,0.29,23830000
25.25,20,US Large-Cap Blend Equity,5,2,268.46,16.27,1.7,11.11,9.11,0.15,133,0.25833,4636430000
14.03,24.71,Global Emerging Markets Equity,3,4,291.19,8.48,3.21,-0.34,6.04,0.12,179,0.30833,1404070000
22.15,19.61,Global Large-Cap Blend Equity,5,2,276.09,11.89,2.15,5.32,5.34,0.21,375,0.25,548820000
16.35,29.95,China Equity,3,2,371.82,10.61,1.96,11.62,11.19,0,536,0.55,42300000
10.14,20.73,Eurozone Large-Cap Equity,3,3,276.25,7.94,2.59,-1.05,0.7,0.72,248,0.2,3897100000
15.14,22.58,Sector Equity Technology,2,4,220.18,18.01,0.94,3,4.81,0.23,128,0.4,3224700000
-2.23,28.55,Sector Equity Healthcare,4,5,152.78,17.46,0.45,25.71,9.35,0.52,135,0.4,1517780000
4.43,26.94,Global Flex-Cap Equity,3,3,151.89,10.55,2,6.09,2.63,0.3,298,0.4,297610000
15.17,21.17,Sector Equity Technology,3,3,220.99,16.22,0.73,4.7,10.6,0.04,166,0.4,1103360000
12.7,19.24,Eurozone Large-Cap Equity,5,1,250.11,8.45,2.75,1.7,2.09,0,139,0.25094,83190000
10.56,20.73,Eurozone Large-Cap Equity,4,3,259.11,5.95,3.84,-1.02,0.69,0.28,246,0.25,225340000
14.92,21.91,Europe Large-Cap Blend Equity,3,3,263.91,6.83,4.06,0.11,1.14,0.71,435,0.25,225280000
25.19,22.76,US Large-Cap Blend Equity,4,3,296.67,12.17,1.89,10.8,6.97,0.46,697,0.25,352830000
15.58,24.59,US Large-Cap Value Equity,1,5,145.56,4.71,5.55,7.26,6.62,0.34,119,0.55,60170000
33.31,21.38,US Large-Cap Blend Equity,4,2,282.02,15.09,1.81,14.4,8.12,0.52,124,0.2,821160000
12.08,22.37,US Large-Cap Value Equity,2,4,219.03,5.66,3.56,-2.63,5.62,0.4,149,0.2,1361150000
26.78,22.64,US Large-Cap Blend Equity,5,3,307.69,16.61,0.96,14.95,11.58,0.23,125,0.2,887120000
9.75,24.01,US Mid-Cap Equity,3,4,146.73,9.86,1.99,13.2,5.91,0.41,327,0.2,116240000
13.57,22.6,Sector Equity Technology,1,2,215.6,8.91,1.46,12.64,5.38,-0.03,30,0.4,83170000
5.45,25.28,Germany Small/Mid-Cap Equity,2,4,89.99,5.11,0.97,4.84,-0.88,0.02,70,0.7,11690000
17.26,30.62,Global Emerging Markets Equity,2,2,247.04,4.57,9.47,9.02,5.85,0,489,0.46,39950000
11.9,24.58,Europe Equity Income,2,4,247.45,4.67,6.22,-4.03,-1.73,0,170,0.29,25310000
15.75,24.49,Europe Small-Cap Equity,2,4,53.93,4.95,4.34,-1.14,4.96,0,158,0.38,30930000
21.15,24.76,US Large-Cap Value Equity,2,2,239,7.91,5.54,0.81,3.13,0,292,0.29,48530000
15.75,24.49,Europe Small-Cap Equity,2,4,53.93,4.95,4.34,-1.14,4.96,0,158,0.38,31160000
17.26,30.62,Global Emerging Markets Equity,2,2,247.04,4.57,9.47,9.02,5.85,0,489,0.46,40250000
14.87,21.92,Europe Large-Cap Blend Equity,3,3,280.92,8.9,2.91,-1.45,1.2,0.33,455,0.15,1852860000
21.05,22.75,Global Large-Cap Blend Equity,4,3,292.25,11.81,2.27,5.03,4.32,0.77,1595,0.18,2290300000
24.6,22.81,US Large-Cap Blend Equity,3,4,294.71,13.42,1.94,10.87,6.99,0.48,699,0.15,2152450000
29.16,22.49,US Large-Cap Blend Equity,3,3,319.43,13.66,1.93,10.3,7.32,0.12,298,0.15,848180000
22.15,19.61,Global Large-Cap Blend Equity,5,2,276.09,11.89,2.15,5.32,5.34,0.21,375,0.25,553090000
8.81,30.76,Brazil Equity,3,3,323.26,4.41,3.81,11.1,5.36,0,224,0.55,10240000
17.09,20.88,Sweden Equity,4,2,226.69,10.84,1.41,8.07,3.46,0.17,92,0.1,4344770000
30.18,21.9,US Large-Cap Value Equity,5,3,264.52,12.07,3.08,6.62,5.61,0.54,111,0.3,603210000
26.15,21.96,Global Equity Income,4,4,267.58,11.35,3.27,3.31,5.05,0.53,249,0.4,349840000
14.1,24.06,UK Large-Cap Equity,3,2,247.26,5.83,5.86,0.57,1.82,0.08,17,0.18,9280000
-2.04,28.21,Sector Equity Biotechnology,3,3,167.13,10.48,0.69,12.61,7.15,0,189,0.4,634760000
26.87,22.54,US Large-Cap Blend Equity,5,3,301.04,13.13,1.95,11.26,6.92,0,448,0.05,10904090000
12.12,24.06,UK Large-Cap Equity,3,2,266.34,7.47,4.08,-6.68,1.81,1.01,99,0.07,8125630000
9.97,22.17,Japan Large-Cap Equity,4,2,286.49,9.12,2.71,-8.14,1.76,0.91,64,0.25833,444440000
22.14,23,Global Large-Cap Blend Equity,5,3,293.51,12.27,2.24,5.25,5.04,0,927,0.35,85520000
33.25,21.38,US Large-Cap Blend Equity,4,2,281.57,15.04,1.82,14.4,8.12,0.53,124,0.2,821160000
21.43,20.19,Nordic Equity,3,2,204.49,10.75,2.99,7.35,1.92,0.35,45,0.3,11150580000
29.9,24.75,Sector Equity Consumer Goods & Services,4,2,283.42,14.49,2.94,3.65,4.85,0.53,32,0.15,91580000
9.41,24.41,Sector Equity Industrial Materials,4,3,221.67,12.97,1.92,-3.6,2.93,0.1,28,0.15,153320000
26.56,27.28,Sector Equity Industrial Materials,3,4,225.03,12.49,2,9.78,6.25,0.24,73,0.15,96470000
9.89,31.16,Sector Equity Utilities,4,3,218.22,8.12,3.49,6.76,-1.03,0.36,28,0.15,37320000
11.99,22.37,US Large-Cap Value Equity,2,4,218.57,5.65,3.56,-2.64,5.62,0.19,149,0.2,1361150000
26.8,22.64,US Large-Cap Blend Equity,5,3,307.6,16.55,0.97,14.95,11.58,0.34,125,0.2,887120000
21.05,22.75,Global Large-Cap Blend Equity,4,3,292.25,11.81,2.27,5.03,4.32,0.77,1595,0.18,2307420000
10.14,20.73,Eurozone Large-Cap Equity,3,3,276.05,7.9,2.6,-1.07,0.71,0.45,247,0.12,2186580000
22.64,22.95,US Large-Cap Blend Equity,3,3,230.87,11.21,2.27,8.43,6.52,0.27,1788,0.3,112600000
4.44,28.89,US Small-Cap Equity,2,4,18.56,5.26,2.58,5.31,6.22,0.07,525,0.75,1290000
23.55,22.52,US Large-Cap Blend Equity,3,1,244.87,12.84,2.17,11.66,6.17,0,231,0.18,184790000
14.86,20.49,Europe Large-Cap Blend Equity,5,2,277.36,8.39,3.37,-1.64,0.67,0.49,100,0.3,832120000
12.67,19.24,Eurozone Large-Cap Equity,5,1,249.96,8.44,2.75,1.7,2.09,0,139,0.25094,83370000
15.58,24.59,US Large-Cap Value Equity,2,5,145.56,4.71,5.55,7.26,6.62,0.34,119,0.55,60170000
13.34,20.78,Europe Mid-Cap Equity,3,2,196.44,9.1,2.22,1.92,1.44,0.26,239,0.15,37020000
27.93,21.97,US Large-Cap Blend Equity,2,2,296.25,10.96,2.09,10.03,8.15,0,100,0.35,7130000
9.77,22.81,Italy Equity,3,4,194.36,5.74,2.53,-1.83,-3.8,0,120,0.353,10070000
15.13,27.11,Global Emerging Markets Equity,3,2,349.73,8.58,2.89,2.94,7.17,1,1273,0.2,4232029999
20.52,20.8,Europe Equity Income,5,2,260.81,11.33,3.66,0.37,0.35,0.78,86,0.3,15650000
16.36,27.31,Global Emerging Markets Equity,3,2,294.68,7.39,4.85,2.13,11.58,1.04,157,0.5,121250000
22.32,23.82,Global Equity Income,3,2,276.08,8.18,4.56,0.47,4.17,0.42,303,0.38,145600000
13.09,22.02,Europe Equity Income,3,3,263.05,6.89,5.6,-2.36,1.03,0.69,56,0.28,55700000
14.63,27.1,Global Emerging Markets Equity,3,3,345.79,8.31,3.03,2.82,7.61,-0.08,1025,0.15,420700000
26.63,22.54,US Large-Cap Blend Equity,5,2,299.54,13.07,1.97,11.26,6.9,0.07,501,0.09,3546080000
15.37,21.28,Europe ex-UK Equity,3,2,284.7,9.43,2.53,1.65,1.34,0,432,0.2,88700000
14.72,25.84,Asia ex-Japan Equity,3,2,365.53,9.35,2.58,3.82,8.21,0,530,0.52,171910000
11.14,21.06,Eurozone Large-Cap Equity,3,4,246.84,6.6,2.74,-1.03,-0.72,0.34,164,0.25,39750000
13.78,21.2,Europe Large-Cap Blend Equity,3,4,246.81,7.25,2.81,-0.77,0.25,0.38,299,0.25,175020000
14.6,26.98,Global Emerging Markets Equity,3,3,346.69,8.25,3.03,2.78,7.24,0,1034,0.20289,3402630000
14.6,26.98,Global Emerging Markets Equity,3,3,346.69,8.25,3.03,2.78,7.24,0,1034,0.20289,3384630000
14.26,21.91,Europe Large-Cap Blend Equity,4,3,280.8,8.73,2.94,-1.25,1.14,0.41,435,0.12,5985960000
8.02,24.01,Japan Large-Cap Equity,3,1,273.88,6.66,3.08,-4.32,2.61,0.98,171,0.3,100890000
24.6,22.81,US Large-Cap Blend Equity,3,4,294.71,13.42,1.94,10.87,6.99,0.48,699,0.15,2143810000
2.74,21.96,Spain Equity,3,4,251.87,6.49,4.29,0.99,1.06,0,39,0.30839,52050000
11.4,24.19,Canada Equity,3,3,278.99,9.64,3.78,12.47,6.86,0.48,83,0.48,2853640000
8.73,23.96,Japan Large-Cap Equity,3,2,286,8.4,2.76,-4.01,3.53,0.36,320,0.23,2.67E+11
8.47,24.86,Norway Equity,3,2,197.71,6.34,3.51,-8.24,6.47,-0.01,25,0.3,650200000
20.52,20.8,Europe Equity Income,5,2,260.81,11.33,3.66,0.37,0.35,0.78,86,0.3,15650000
16.36,27.31,Global Emerging Markets Equity,3,2,294.68,7.39,4.85,2.13,11.58,1.04,157,0.5,121250000
15.28,21.94,Switzerland Equity,1,5,193.93,13.11,2.67,11.24,3.21,0.01,39,0.65,1310000
15.37,21.28,Europe ex-UK Equity,3,2,284.7,9.43,2.53,1.65,1.34,0,432,0.2,88620000
24.29,20.44,Global Large-Cap Blend Equity,3,2,254.57,11.55,3.1,2.14,5.79,0.18,227,0.4,12820000
34.46,21.76,US Large-Cap Blend Equity,3,2,249.6,13.06,2.33,7.54,6.77,0.12,251,0.25,41100000
24.96,22.4,Global Equity Income,4,3,288.51,10.88,4.64,2.63,4.8,0.12,99,0.45,21910000
20.98,21.2,Europe Equity Income,4,2,201.51,7.28,5.49,0.26,1.11,0.38,50,0.25,13650000
9.34,24.51,Italy Equity,2,3,72.13,6.16,1.64,-6.81,-9.67,0.02,182,0.33,14770000
10.87,19.95,Eurozone Large-Cap Equity,3,3,312.85,9.18,2.71,-2.63,2.51,0,50,0.07,295420000
20.69,20.92,Switzerland Equity,4,5,246.95,17.51,3.34,8.7,2.22,-29.42,34,0.28121,193920000
14.78,18.23,Eurozone Large-Cap Equity,5,2,288.45,16.12,1.27,6.36,3.66,0,114,0.4,55200000
11.18,23.37,Eurozone Small-Cap Equity,3,4,110.92,6.31,2.63,-2.8,-4.62,0,424,0.4,193710000
6.61,23.02,Eurozone Large-Cap Equity,2,5,264.78,5.05,3.7,-3.2,0.1,0,153,0.4,193540000
-9.72,33.43,Sector Equity Energy,2,4,220.98,5.18,8.49,15.92,4.41,0,21,0.11986,5360000
13.16,22.27,Sector Equity Financial Services,4,3,249.94,4.71,3.23,22.85,7.97,0,88,0.1195,476480000
24.73,26.27,Sector Equity Healthcare,4,3,268.2,12.92,1.8,19.58,10.58,0,79,0.11946,1320480000
29.8,24.82,Sector Equity Consumer Goods & Services,4,2,281.89,14.41,2.93,2.96,4.29,0,35,0.11966,465230000
21.72,22.33,Sector Equity Consumer Goods & Services,5,5,319.68,19.5,0.94,8.47,8.25,0,60,0.11988,68550000
40.44,18.62,Sector Equity Technology,5,3,343.62,17.29,1.15,12.92,8.25,0,107,0.11949,1686920000
12.85,23.92,Australia & New Zealand Equity,3,3,301.69,9.78,4.96,-8.15,-0.8,0.37,64,0.4,438040000
15.23,20.53,Europe Equity Income,1,5,179.64,4.59,5.55,4.39,3.53,0,-128,0.3,9300000
9.02,24.11,Japan Large-Cap Equity,3,2,276.43,8.55,2.69,-4.51,4.12,0,395,0.25,424960000
9.02,24.11,Japan Large-Cap Equity,3,2,276.43,8.55,2.69,-4.51,4.12,0,395,0.25,420100000
8.02,30.78,Sector Equity Natural Resources,4,2,227.82,6.59,4.43,4.08,4.27,0.47,303,0.5,3190000
22.05,19.85,Global Large-Cap Blend Equity,5,3,280.38,14.05,2.09,4.98,5.84,0.43,372,0.25833,2580290000
22.05,19.85,Global Large-Cap Blend Equity,5,2,280.38,14.05,2.09,4.98,5.84,0.43,372,0.25833,2580290000
21.27,28.19,Global Emerging Markets Equity,2,1,277.02,7.6,5.75,5.55,8.39,0.47,344,0.55,43890000
15.18,22.58,Sector Equity Technology,2,4,219.82,17.96,0.94,3,4.81,0.24,128,0.4,3224700000
-2.04,28.23,Sector Equity Biotechnology,3,3,165.7,10.49,0.69,12.68,7.32,-0.07,199,0.35,215660000
26.93,19.74,US Large-Cap Blend Equity,5,3,276.72,14.96,1.61,11.31,7.6,0.05,130,0.3,2619940000
17.59,20.64,Global Large-Cap Blend Equity,3,4,234.87,8.95,3.32,0.94,2.43,0,150,0.2,15770000
6.76,22.52,Europe Equity Income,3,4,233.72,4.44,6.69,-4.8,1.87,0,50,0.30354,357720000
16.98,21.88,Global Equity Income,2,2,237.15,6.19,4.17,2.1,2.84,1.25,100,0.69,31490000
16.03,21.35,Europe Flex-Cap Equity,4,1,214.49,8.73,2.82,1.6,0.79,0,368,0.2,13680000
12.47,24.07,UK Large-Cap Equity,3,2,266.78,7.62,4.04,-6.68,1.81,0.04,155,0.148,301230000
10.87,19.95,Eurozone Large-Cap Equity,3,4,312.85,9.18,2.71,-2.63,2.51,0,105,0.05,320220000
13.64,21.58,Europe Mid-Cap Equity,2,2,191.21,8.22,2.53,1.85,1.26,0,120,0.35,5880000
7.98,20.56,Germany Equity,3,3,296.58,6.49,2.93,-8.79,-0.64,0,30,0.09211,3613700000
10.47,20.73,Eurozone Large-Cap Equity,4,3,276.19,8.04,2.53,-1.07,0.69,0,246,0.12,237560000
10.43,18.86,Eurozone Large-Cap Equity,5,2,275.56,9.69,3.08,2.16,2.54,0.05,56,0.22,1685120000
17.7,20.36,Global Large-Cap Blend Equity,4,2,243.29,9.95,3.47,-0.07,-2.03,0.38,100,0.2,370190000
17.26,32.7,China Equity - A Shares,2,3,326.78,11.9,2.16,10.39,10.88,0,293,0.65007,580250000
22.44,22.07,Global Large-Cap Blend Equity,4,3,295.61,12.58,2.09,6,4.56,0.65,1464,0.25,1399370000
16.45,23.29,Global Flex-Cap Equity,3,3,220.11,10.79,2.49,4.66,3.6,0.87,1118,0.4,61560000
10.5,20.73,Eurozone Large-Cap Equity,4,3,273.78,7.98,2.57,-1.28,0.71,0.19,267,0.25,1724960000
8.79,23.96,Japan Large-Cap Equity,3,2,290.64,9.15,2.69,-4.43,3.54,3.45,328,0.45,890820000
11.04,23.23,Pacific ex-Japan Equity,3,3,306.16,9.22,4.67,-6.92,1.2,0.17,132,0.45,363640000
9.35,20.34,France Equity,4,3,295.13,9.09,2.29,4.15,0.53,0.66,43,0.25,1032869999
10.93,19.95,Eurozone Large-Cap Equity,3,4,311.74,9.06,2.78,-2.76,2.59,0.68,56,0.15,2420920000
10.93,19.95,Eurozone Large-Cap Equity,3,4,311.74,9.06,2.78,-2.76,2.59,0.68,56,0.15,2423650000
9.83,22.56,Italy Equity,3,4,237.39,6.06,2.85,-1.58,0.22,0,77,0.18,39620000
15.98,23.23843701,Japan Large-Cap Equity,3,2,312,10.91,2.2,9.4,5.64,0.08,72,0.2,779440000
19.5,23.07160357,Japan Large-Cap Equity,3,2,301.78,12.69,2.43,4.31,4.31,-0.01,43,0.18,225550000
11.67,32.41,China Equity,1,3,371.68,3.83,3.96,6.96,7.73,0,414,0.55,68740000
15.62,26.29,Asia ex-Japan Equity,4,3,371.25,9.48,2.39,4.87,8.5,0,874,0.2,2567070000
15.62,26.29,Asia ex-Japan Equity,3,3,371.25,9.48,2.39,4.87,8.5,0,732,0.2,2567070000
10.34,29.77,Latin America Equity,3,3,303.72,5.02,3.89,10.34,4.77,0,202,0.2,312340000
15.09,27.12,Global Emerging Markets Equity,3,3,349.48,8.53,2.89,4.98,8.28,0,980,0.2,3820470000
12.9,21.67,Europe Large-Cap Blend Equity,3,3,272.4,8.19,2.83,-0.99,1.37,0,320,0.3,120520000
15.37,21.28,Europe ex-UK Equity,3,2,284.7,9.43,2.53,1.65,1.34,0,451,0.12,10360000
21.43,20.34,Europe Large-Cap Growth Equity,3,2,295.03,15.63,1.78,6.97,3.92,0,88,0.35,29950000
13.92,22.38,Europe Equity Income,4,3,273.35,7.13,5.64,-4.11,2.08,0,345,0.23,37990000
13.8,20.79,Europe Mid-Cap Equity,3,2,197.49,9.38,2.15,3.14,1.85,0,230,0.23,26490000
18.64,20.22,Europe Large-Cap Blend Equity,5,1,256.54,10.09,3.04,-1.51,1.86,0,-44,0.23,203670000
20.08,20.68,Europe Large-Cap Blend Equity,5,1,285.09,15.64,1.88,3.43,-2.12,0,4,0.23,363310000
26.34,20.42,Europe Large-Cap Growth Equity,4,2,298.89,14.99,2.36,5.73,4.19,0,218,0.23,620290000
14.79,21.91,Europe Large-Cap Blend Equity,4,2,281.78,8.93,2.88,-0.25,1.39,0,390,0.15,2247560000
7.85,23.56,Europe Large-Cap Value Equity,3,3,267.67,5.65,4.06,-3.36,0.71,0,268,0.23,310200000
